Variant,Country,2020-04-27,2020-05-04,2020-05-11,2020-05-18,2020-05-25,2020-06-01,2020-06-08,2020-06-15,2020-06-22,2020-06-29,2020-07-06,2020-07-13,2020-07-20,2020-07-27,2020-08-03,2020-08-10,2020-08-17,2020-08-24,2020-08-31,2020-09-07,2020-09-14,2020-09-21,2020-09-28,2020-10-05,2020-10-12,2020-10-19,2020-10-26,2020-11-02,2020-11-09,2020-11-16,2020-11-23,2020-11-30,2020-12-07,2020-12-14,2020-12-21,2020-12-28,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15
S.Q677,Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,3,2,1,2,4,5,6,6,4,4,3,2,3,3,5,8,7,4,2,1,0,0,0,0
S.Q677,Chile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,2,2,1,0,0,1,1,1,1,3,9,20,29,29,21,16,12,7,4,0,0
S.Q677,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,1,2,2,3,6,10,13,13,13,16,19,25,35,37,31,25,23,24,24,18,11,8,8,9,9,10,9,11,16,23,30,34,34,29,24,22,17,10,5,4,8,17,30,43,47,41,33,27,23,26,34,41,43,39,33,36,43,42,28,0
S.Q677,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,1,1,1,2,1,1,1,3,4,4,3,3,2,1,0,1,2,2,2,1,0,0,0,0,0,1,2,3,3,3,5,7,7,5,5,5,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S.Q677,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,3,5,7,6,4,4,3,2,1,1,1,1,0,1,3,5,5,4,2,2,2,1,0,0,0,0,0,0,0,0
S.Q677,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,2,2,1,1,1,1,2,3,5,6,5,5,5,6,5,4,3,2,2,2,2,2,1,1,2,2,1,1,2,4,4,3,2,3,4,5,6,6,6,4,3,4,7,7,5,0,0,0,0
S.Q677,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4,4,3,2,2,1,1,2,2,3,3,3,3,4,3,1,0,0,0,0,1,1,0,0,1,2,2,1,1,1,2,3,4,4,3,2,0,0
S.Q677,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,2,1,1,3,3,2,4,7,5,2,1,2,3,1,0,0,0,0,0,1,3,4,5,6,6,5,6,7,6,5,5,5,5,0,0
S.Q677,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,2,4,4,4,4,3,2,2,2,4,7,10,10,10,7,3,0,0,0,0,1,3,6,9,11,10,8,8,10,15,26,37,42,41,37,33,29,0,0,0
S.Q677,Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,13,12,11,9,10,13,17,17,14,16,22,32,43,48,45,43,38,25,15,12,14,19,22,18,11,8,7,10,12,8,6,7,7,6,5,4,1,0,0,0,0
S.Q677,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,20,33,36,36,44,52,51,37,23,17,13,8,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,4,3,3,4,3,1,0,0,0,0,0,0,0
S.Q677,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,2,2,3,3,3,2,1,1,3,6,12,15,13,10,7,6,5,5,5,5,4,2,2,3,3,2,0,0,0
S.Q677,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,12,14,16,16,16,15,11,11,15,10,3,1,1,4,6,4,3,6,11,13,9,5,1,0,1,2,3,2,1,1,2,1,1,1,2,3,2,1,1,2,4,4,2,1,0,0
S.Q677,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,0,0,0,1,0,0,0,0,0,0
S.Q677,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,3,5,5,4,3,5,5,4,4,4,4,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,5,4,4,2,2,2,2,1,1,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,3,3,4,5,11,23,34,28,14,6,0,0,0,0
S.Q677,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,10,12,13,11,12,14,8,2,1,2,0,0,1,2,4,8,11,8,4,3,4,7,14,18,13,6,1,0,0,1,2,3,3,1,1,1,0,0
S.Q677,Sint Maarten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,6,4,2,1,2,3,7,11,13,11,8,9,9,5,3,2,1,1,1,1,0,0,2,6,9,9,11,15,17,16,15,12,8,5,4,0,0
S.Q677,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S.Q677,Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,7,7,6,4,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,4,3,1,0,0,1,2,1,0,0,0,0,0,0,0,0
S.Q677,Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0
S.Q677,Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S.Q677,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0,0,0
S.Q677,Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Kosovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.Q677,Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S.Q677,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0
S.S477,Australia,0,0,1,2,5,8,15,38,107,268,560,982,1404,1625,1551,1248,930,687,479,312,201,128,74,48,41,30,18,11,6,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.S477,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.S477,France,0,0,0,0,0,0,0,0,0,0,1,2,3,7,15,25,35,48,89,156,194,173,125,104,120,185,275,299,256,205,158,124,112,113,117,120,152,226,299,349,346,266,228,243,233,205,166,134,103,73,54,46,34,23,17,15,13,9,7,7,7,5,4,4,4,4,4,3,2,3,4,4,3,3,3,1,1,3,4,3,0,0
S.S477,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.S477,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,6,16,47,95,112,96,85,92,128,174,168,119,73,51,43,41,43,44,41,31,20,14,11,8,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.S477,USA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,5,7,6,4,4,7,8,8,10,16,25,36,39,33,31,38,48,55,67,86,115,146,169,184,204,235,280,356,475,670,963,1255,1476,1644,1693,1597,1434,1216,953,679,452,314,237,178,135,110,94,79,73,87,102,105,102,94,83,74,67,63,63,64,57,42,24,9,0
S.S477,United Kingdom,5,12,15,12,5,2,1,0,0,0,0,0,0,0,2,10,33,67,94,106,110,123,150,181,212,248,274,286,311,294,201,118,98,110,106,83,63,49,35,24,19,13,8,6,7,10,11,8,5,4,2,2,3,3,2,2,1,2,3,4,6,8,8,8,12,23,37,45,46,44,45,44,41,40,40,43,54,72,85,80,56,0
S.S477,Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,9,12,8,4,1,0,0,0,0,0,0,0,0,0
S.S477,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,10,14,14,21,39,49,45,48,67,97,128,164,217,253,246,211,170,146,132,111,97,87,77,71,77,94,109,107,102,100,83,54,28,16,18,30,36,27,13,4,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0
S.S477,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0
S.S477,Sweden,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,1,1,1,0,0,1,1,1,1,2,4,6,10,15,16,13,11,12,17,24,27,34,57,95,140,205,253,239,188,134,94,71,51,31,22,17,13,10,6,2,1,1,1,0,0,0,0,0,0,1,3,6,14,22,20,17,15,13,8,5,4,5,5,4,2,1,0
S.S477,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,23,49,77,87,102,109,99,112,137,147,175,199,215,257,322,406,491,499,451,434,443,421,339,237,155,92,53,39,31,20,10,4,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,4,3,3,6,9,10,8,5,3,4,9,10,8,4,1,1,2,0
S.S477,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,2,1,0,0,1,1,1,3,4,5,6,5,4,3,3,4,4,3,4,6,7,7,7,8,9,9,6,5,7,6,5,4,3,3,3,2,2,1,1,2,2,1,0,0,0,0,0
S.S477,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,2,2,5,9,12,10,6,4,3,3,10,23,30,27,27,29,24,20,20,21,19,17,13,10,7,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.S477,South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
S.S477,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,10,20,24,25,36,53,63,50,31,25,21,17,16,20,26,23,22,31,52,84,106,105,91,76,59,41,28,21,16,11,7,8,11,10,8,7,6,4,3,2,1,1,1,2,2,3,3,5,5,4,3,3,3,4,5,5,4,3,3,4,4,0
S.S477,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,1,1,1,1,1,1,2,1,1,1,3,4,4,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0
S.S477,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,2,1,0,1,3,6,7,7,7,6,5,5,4,2,2,3,5,6,5,3,2,3,2,2,2,2,3,4,4,3,3,3,3,3,3,3,2,2,4,4,3,3,3,3,2,4,6,7,6,7,8,6,2,0,0,0
S.S477,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,4,5,5,6,9,15,19,20,19,17,23,34,41,37,30,38,75,149,238,295,309,298,295,299,268,201,134,89,61,40,27,23,27,37,47,49,43,33,22,13,11,10,11,16,25,39,60,88,118,135,125,105,90,79,67,56,48,40,26,12,0
S.S477,Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S.S477,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,21,27,25,18,21,40,71,103,136,211,302,301,230,198,210,266,355,417,459,481,468,408,312,216,143,99,67,43,26,13,7,7,8,9,9,8,7,6,4,2,1,2,3,3,2,2,1,1,2,4,5,7,9,11,12,11,9,9,8,9,15,19,13,0
S.S477,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,1,1,2,2,2,2,1,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.S477,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,20,32,35,35,40,51,48,35,44,54,37,26,35,42,41,30,19,18,17,12,11,15,15,11,8,6,4,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,21,42,54,48,39,39,45,48,46,51,58,46,0,0,0,0
S.S477,Austria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,5,4,3,4,6,13,24,33,30,20,14,8,4,8,26,43,32,14,8,8,8,6,5,3,2,1,1,0,0,0,1,2,2,1,0,0,0,0,0,0,4,14,26,33,33,30,28,22,14,8,5,3,4,4,3,3,2,1,0,0,0
S.S477,South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,11,19,25,26,28,35,41,39,28,21,20,17,15,17,18,14,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
S.S477,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,12,18,23,26,26,25,24,25,27,31,35,43,53,63,73,80,78,79,84,77,59,38,21,11,6,4,2,1,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,1,2,2,3,4,4,4,4,4,3,2,2,2,2,2,1,0
S.S477,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,2,3,5,11,19,18,12,9,8,10,19,28,25,19,17,17,15,14,27,49,63,59,46,35,20,9,5,3,3,4,5,4,3,2,1,0,0,0,0,1,1,1,2,3,4,3,2,1,0,1,1,1,1,1,0,0,0,0,0
S.S477,Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.S477,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,3,2,2,3,4,3,2,2,4,7,11,14,17,18,18,23,35,37,29,22,17,16,14,10,7,5,4,3,4,4,3,2,1,1,0,0,0,0,1,2,1,0,0,0,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0
S.S477,Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,7,0,2,2,2,1,1,1,2,4,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0
S.S477,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,8,11,12,9,6,0,2,1,5,8,7,4,3,8,17,30,40,33,25,21,19,17,17,15,10,8,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4,3,1,0,0,0,0,0,0,0,0,0
S.S477,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,2,2,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S.S477,Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.S477,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
